node,origami_data,decoded_stream,induced_errors,related_parity_bits,common_parity_bits,related_checksum_bits,success,decoding_time
2,11110110011111101001001011100011000001100000000001000010001110000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;44;73,11;12;13;14;16;17;21;38;41;48;61;64;65;68,,35;44,1,0.038
2,11110110011111101001001011100011000001100000000001000010001110000011000011000110,11110111011111000001001011100011000001100100000011000010001110000101000011000110,7;44;74,11;12;13;14;16;17;21;38;41;48;61;65;66,,35;44,0,0.097
2,11110110011111101001001011100011000001100000000001000010001110000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;44;77,11;12;13;14;15;16;17;21;38;41;48;61;63;65;67,,35;45,1,0.037
2,11110110011111101001001011100011000001100000000001000010001110000011000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;44;78,11;12;13;14;16;17;21;28;38;41;61;64;65;67;68,,35;45,1,0.039
2,11110110011111101001001011100011000001100000100000000000001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;54,11;13;14;17;18;38;48;58;61;62;63;65,,35;44;45,1,0.037
2,11110110011111101001001011100011000001100000100000000010000110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;58,13;17;18;38;58;61;65,,35;45,1,0.036
2,11110110011111101001001011100011000001100000100000000010001010000011000011100110,11110110011111101101011011101011000011100100100001010010001010000011000011101110,7;49;59,13;14;17;18;38;51;58;61;65,13;38,35;45,0,1.248
2,11110110011111101001001011100011000001100000100000000010001100000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;60,13;17;18;28;31;38;58;61;65;68,13;17,35;44;45,1,0.036
2,11110110011111101001001011100011000001100000100000000010001110000001000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;66,13;17;18;38;58;61;65,,35;45,1,0.036
2,11110110011111101001001011100011000001100000100000000010001110000010000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;67,13;17;18;38;58;61;65,,35;45,1,0.035
2,11110110011111101001001011100011000001100000100000000010001110000011000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;72,13;14;17;18;38;41;58;61;62;65;66,,35;44;45,1,0.037
2,11110110011111101001001011100011000001100000100000000010001110000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;73,13;17;18;21;38;48;58;61;64;65;68,17,35;44;45,1,0.037
2,11110110011111101001001011100011000001100000100000000010001110000011000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;74,11;12;13;17;18;21;38;48;58;61;65;66,,35;44;45,1,0.037
2,11110110011111101001001011100011000001100000100000000010001110000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;77,11;13;15;17;18;38;48;58;61;63;65;67,,35;45,1,0.037
2,11110110011111101001001011100011000001100000100000000010001110000011000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;49;78,13;16;17;18;28;38;58;61;64;65;67;68,,35;45,1,0.037
2,11110110011111101001001011100011000001100000100001000000000110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;58,11;13;14;17;38;48;58;61;62;63;65,,35;44,1,0.037
2,11110110011111101001001011100011000001100000100001000000001010000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;59,11;13;14;17;38;48;51;58;61;62;63;65,,35;44;45,1,0.039
2,11110110011111101001001011100011000001100000100001000000001100000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;60,11;13;14;17;28;31;38;48;58;61;62;63;65;68,,35;44,1,0.034
2,11110110011111101001001011100011000001100000100001000000001110000001000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;66,11;13;14;17;38;48;58;61;62;63;65,,35;44,1,0.036
2,11110110011111101001001011100011000001100000100001000000001110000010000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;67,11;13;14;17;38;48;58;61;62;63;65,,35;44,1,0.037
2,11110110011111101001001011100011000001100000100001000000001110000011000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;72,11;13;14;17;18;38;41;48;58;61;62;63;65;66,,35;44,1,0.038
2,11110110011111101001001011100011000001100000100001000000001110000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;73,11;13;14;17;21;38;48;58;61;62;63;64;65;68,,35;44,1,0.037
2,11110110011111101001001011100011000001100000100001000000001110000011000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;74,11;12;13;14;17;21;38;48;58;61;62;63;65;66,,35;44,1,1.84
2,11110110011111101001001011100011000001100000100001000000001110000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;77,11;13;14;15;17;38;48;58;61;62;63;65;67,,35;44;45,1,0.038
2,11110110011111101001001011100011000001100000100001000000001110000011000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;54;78,11;13;14;16;17;28;38;48;58;61;62;63;64;65;67;68,,35;44;45,1,0.038
2,11110110011111101001001011100011000001100000100001000010000010000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;59,13;14;17;38;51;61;65,,35;45,1,0.035
2,11110110011111101001001011100011000001100000100001000010000100000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;60,13;17;28;31;38;61;65;68,,35;44,1,0.036
2,11110110011111101001001011100011000001100000100001000010000110000001000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;66,13;17;38;61;65,,35,1,0.036
2,11110110011111101001001011100011000001100000100001000010000110000010000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;67,13;17;38;61;65,,35,1,0.035
2,11110110011111101001001011100011000001100000100001000010000110000011000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;72,13;14;17;18;38;41;61;62;65;66,,35;44,1,0.036
2,11110110011111101001001011100011000001100000100001000010000110000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;73,13;17;21;38;48;61;64;65;68,,35;44,1,0.035
2,11110110011111101001001011100011000001100000100001000010000110000011000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;74,11;12;13;17;21;38;48;61;65;66,,35;44,1,0.036
2,11110110011111101001001011100011000001100000100001000010000110000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;77,11;13;15;17;38;48;61;63;65;67,,35;45,1,0.036
2,11110110011111101001001011100011000001100000100001000010000110000011000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;58;78,13;16;17;28;38;61;64;65;67;68,,35;45,1,0.036
2,11110110011111101001001011100011000001100000100001000010001000000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;59;60,13;14;17;28;31;38;51;61;65;68,13,35;44;45,1,0.036
2,11110110011111101001001011100011000001100000100001000010001010000001000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;59;66,13;14;17;38;51;61;65,,35;45,1,0.036
2,11110110011111101001001011100011000001100000100001000010001010000010000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;59;67,13;14;17;38;51;61;65,,35;45,1,0.037
2,11110110011111101001001011100011000001100000100001000010001010000011000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;59;72,13;14;17;18;38;41;51;61;62;65;66,,35;44;45,1,0.038
2,11110110011111101001001011100011000001100000100001000010001010000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;59;73,13;14;17;21;38;48;51;61;64;65;68,,35;44;45,1,0.065
2,11110110011111101001001011100011000001100000100001000010001010000011000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;59;74,11;12;13;14;17;21;38;48;51;61;65;66,,35;44;45,1,0.039
2,11110110011111101001001011100011000001100000100001000010001010000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;59;77,11;13;14;15;17;38;48;51;61;63;65;67,,35;45,1,0.039
2,11110110011111101001001011100011000001100000100001000010001010000011000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;59;78,13;14;16;17;28;38;51;61;64;65;67;68,,35;45,1,0.037
2,11110110011111101001001011100011000001100000100001000010001100000001000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;60;66,13;17;28;31;38;61;65;68,,35;44,1,0.034
2,11110110011111101001001011100011000001100000100001000010001100000010000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;60;67,13;17;28;31;38;61;65;68,,35;44,1,0.034
2,11110110011111101001001011100011000001100000100001000010001100000011000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;60;72,13;14;17;18;28;31;38;41;61;62;65;66;68,,35;44,1,0.035
2,11110110011111101001001011100011000001100000100001000010001100000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;60;73,13;17;21;28;31;38;48;61;64;65;68,17,35;44,1,0.035
2,11110110011111101001001011100011000001100000100001000010001100000011000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;60;74,11;12;13;17;21;28;31;38;48;61;65;66;68,,35;44,1,0.035
2,11110110011111101001001011100011000001100000100001000010001100000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;60;77,11;13;15;17;28;31;38;48;61;63;65;67;68,,35;44;45,1,0.035
2,11110110011111101001001011100011000001100000100001000010001100000011000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;60;78,13;16;17;28;31;38;61;64;65;67;68,,35;44;45,1,0.701
2,11110110011111101001001011100011000001100000100001000010001110000000000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;66;67,13;17;38;61;65,,35,1,0.036
2,11110110011111101001001011100011000001100000100001000010001110000001000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;66;72,13;14;17;18;38;41;61;62;65;66,,35;44,1,0.037
2,11110110011111101001001011100011000001100000100001000010001110000001000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;66;73,13;17;21;38;48;61;64;65;68,,35;44,1,0.036
2,11110110011111101001001011100011000001100000100001000010001110000001000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;66;74,11;12;13;17;21;38;48;61;65;66,,35;44,1,0.035
2,11110110011111101001001011100011000001100000100001000010001110000001000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;66;77,11;13;15;17;38;48;61;63;65;67,,35;45,1,0.035
2,11110110011111101001001011100011000001100000100001000010001110000001000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;66;78,13;16;17;28;38;61;64;65;67;68,,35;45,1,0.036
2,11110110011111101001001011100011000001100000100001000010001110000010000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;67;72,13;14;17;18;38;41;61;62;65;66,,35;44,1,0.035
2,11110110011111101001001011100011000001100000100001000010001110000010000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;67;73,13;17;21;38;48;61;64;65;68,,35;44,1,0.035
2,11110110011111101001001011100011000001100000100001000010001110000010000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;67;74,11;12;13;17;21;38;48;61;65;66,,35;44,1,0.036
2,11110110011111101001001011100011000001100000100001000010001110000010000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;67;77,11;13;15;17;38;48;61;63;65;67,,35;45,1,0.035
2,11110110011111101001001011100011000001100000100001000010001110000010000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;67;78,13;16;17;28;38;61;64;65;67;68,,35;45,1,0.036
2,11110110011111101001001011100011000001100000100001000010001110000011000000100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;72;73,13;14;17;18;21;38;41;48;61;62;64;65;66;68,,35;44,1,0.037
2,11110110011111101001001011100011000001100000100001000010001110000011000001000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;72;74,11;12;13;14;17;18;21;38;41;48;61;62;65;66,,35;44,1,0.037
2,11110110011111101001001011100011000001100000100001000010001110000011000001100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;72;77,11;13;14;15;17;18;38;41;48;61;62;63;65;66;67,,35;44;45,1,0.037
2,11110110011111101001001011100011000001100000100001000010001110000011000001100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;72;78,13;14;16;17;18;28;38;41;61;62;64;65;66;67;68,,35;44;45,1,0.037
2,11110110011111101001001011100011000001100000100001000010001110000011000010000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;73;74,11;12;13;17;21;38;48;61;64;65;66;68,,35;44,1,0.037
2,11110110011111101001001011100011000001100000100001000010001110000011000010100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;73;77,11;13;15;17;21;38;48;61;63;64;65;67;68,,35;44;45,1,0.038
2,11110110011111101001001011100011000001100000100001000010001110000011000010100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;73;78,13;16;17;21;28;38;48;61;64;65;67;68,,35;44;45,1,0.036
2,11110110011111101001001011100011000001100000100001000010001110000011000011000010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;74;77,11;12;13;15;17;21;38;48;61;63;65;66;67,,35;44;45,1,0.037
2,11110110011111101001001011100011000001100000100001000010001110000011000011000100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;74;78,11;12;13;16;17;21;28;38;48;61;64;65;66;67;68,,35;44;45,1,0.037
2,11110110011111101001001011100011000001100000100001000010001110000011000011100000,11110111011111101001001011100011000001100000100001000010001110000011000011100110,7;77;78,11;13;15;16;17;28;38;48;61;63;64;65;67;68,,35;45,1,0.044
2,11110111000011101001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;11,17;18;21;38;41;58;63;64;67,,34;35,1,0.035
2,11110111000101101001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;12,17;18;21;38;41;58;63;64;67,,34;35,1,0.035
2,11110111000110101001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;13,17;18;21;38;41;58;63;64;67,,34;35,1,0.034
2,11110111000111001001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;14,17;18;21;38;41;58;63;64;67,,34;35,1,0.035
2,11110111000111100001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;16,17;18;21;38;41;58;63;64;67,,34;35,1,0.036
2,11110111000111101000001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;19,11;17;18;21;38;41;48;51;58;62;63;64;66;67,,34;35,1,0.036
2,11110111000111101001000011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;22,13;15;17;18;21;38;41;58;63;64;67,,34;35,1,0.036
2,11110111000111101001001001100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;24,12;13;17;18;21;28;38;41;58;61;63;64;67,,34;35,1,0.035
2,11110111000111101001001010100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;25,16;17;18;21;31;38;41;58;63;64;65;67;68,,34;35,1,0.035
2,11110111000111101001001011000011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;26,12;14;17;18;21;38;41;48;58;63;64;67,63,34;35,1,0.036
2,11110111000111101001001011100001000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;30,17;18;21;38;41;58;61;62;63;64;66;67,,34;35,1,0.035
2,11110111000111101001001011100010000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;31,17;18;21;38;41;58;63;64;67,,34;35,1,0.034
2,11110111000111101001001011100011000000100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;37,16;17;18;21;31;38;41;58;62;63;64;67,,34;35,1,0.035
2,11110111000111101001001011100011000001000000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;38,17;18;21;38;41;58;63;64;67,,34;35,1,0.034
2,11110111000111101001001011100011000001100000000001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;44,11;12;14;16;17;18;21;38;41;58;63;64;67,,34;35,1,0.035
2,11110111000111101001001011100011000001100000100000000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;49,13;17;18;21;38;41;58;63;64;67,,34;35;45,1,0.037
2,11110111000111101001001011100011000001100000100001000000001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;54,11;14;17;18;21;38;41;48;58;62;63;64;67,63,34;35;44,1,0.036
2,11110111000111101001001011100011000001100000100001000010000110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;58,17;18;21;38;41;58;63;64;67,,34;35,1,0.034
2,11110111000111101001001011100011000001100000100001000010001010000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;59,13;14;17;18;21;38;41;51;58;61;63;64;67,,34;35;45,1,0.035
2,11110111000111101001001011100011000001100000100001000010001100000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;60,13;17;18;21;28;31;38;41;58;63;64;67;68,,34;35;44,1,0.035
2,11110111000111101001001011100011000001100000100001000010001110000001000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;66,17;18;21;38;41;58;63;64;67,,34;35,1,0.034
2,11110111000111101001001011100011000001100000100001000010001110000010000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;67,17;18;21;38;41;58;63;64;67,,34;35,1,0.035
2,11110111000111101001001011100011000001100000100001000010001110000011000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;72,14;17;18;21;38;41;58;62;63;64;66;67,,34;35;44,1,0.036
2,11110111000111101001001011100011000001100000100001000010001110000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;73,17;18;21;38;41;48;58;63;64;67;68,,34;35;44,1,0.036
2,11110111000111101001001011100011000001100000100001000010001110000011000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;74,11;12;17;18;21;38;41;48;58;63;64;65;66;67,,34;35;44,1,0.036
2,11110111000111101001001011100011000001100000100001000010001110000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;77,11;15;17;18;21;38;41;48;58;63;64;67,63,34;35;45,1,0.035
2,11110111000111101001001011100011000001100000100001000010001110000011000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;10;78,16;17;18;21;28;38;41;58;63;64;67;68,,34;35;45,1,0.036
2,11110111001001101001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;12,17;21;38;63;64,,35,1,0.035
2,11110111001010101001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;13,17;21;38;63;64,,35,1,0.036
2,11110111001011001001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;14,17;21;38;63;64,,35,1,0.036
2,11110111001011100001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;16,17;21;38;63;64,,35,1,0.036
2,11110111001011101000001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;19,11;17;21;38;48;51;62;63;64;66,,35,1,0.035
2,11110111001011101001000011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;22,13;15;17;18;21;38;58;63;64,,34;35,1,0.036
2,11110111001011101001001001100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;24,12;13;17;21;28;38;61;63;64,,34;35,1,0.036
2,11110111001011101001001010100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;25,16;17;21;31;38;63;64;65;68,,35,1,0.036
2,11110111001011101001001011000011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;26,12;14;17;21;38;48;58;63;64,,35,1,0.036
2,11110111001011101001001011100001000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;30,17;21;38;41;61;62;63;64;66,,34;35,1,0.036
2,11110111001011101001001011100010000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;31,17;21;38;63;64,,35,1,0.036
2,11110111001011101001001011100011000000100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;37,16;17;18;21;31;38;62;63;64,,35,1,0.037
2,11110111001011101001001011100011000001000000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;38,17;21;38;63;64,,35,1,0.039
2,11110111001011101001001011100011000001100000000001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;44,11;12;14;16;17;21;38;41;63;64,,35,1,0.036
2,11110111001011101001001011100011000001100000100000000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;49,13;17;18;21;38;58;63;64,,35;45,1,0.036
2,11110111001011101001001011100011000001100000100001000000001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;54,11;14;17;21;38;48;58;62;63;64,,35;44,1,0.036
2,11110111001011101001001011100011000001100000100001000010000110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;58,17;21;38;63;64,,35,1,0.036
2,11110111001011101001001011100011000001100000100001000010001010000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;59,13;14;17;21;38;51;61;63;64,,35;45,1,0.036
2,11110111001011101001001011100011000001100000100001000010001100000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;60,13;17;21;28;31;38;63;64;68,,35;44,1,0.034
2,11110111001011101001001011100011000001100000100001000010001110000001000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;66,17;21;38;63;64,,35,1,0.035
2,11110111001011101001001011100011000001100000100001000010001110000010000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;67,17;21;38;63;64,,35,1,0.036
2,11110111001011101001001011100011000001100000100001000010001110000011000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;72,14;17;18;21;38;41;62;63;64;66,,35;44,1,0.036
2,11110111001011101001001011100011000001100000100001000010001110000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;73,17;21;38;48;63;64;68,,35;44,1,0.05
2,11110111001011101001001011100011000001100000100001000010001110000011000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;74,11;12;17;21;38;48;63;64;65;66,,35;44,1,0.038
2,11110111001011101001001011100011000001100000100001000010001110000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;77,11;15;17;21;38;48;63;64;67,,35;45,1,0.038
2,11110111001011101001001011100011000001100000100001000010001110000011000011100100,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;11;78,16;17;21;28;38;63;64;67;68,,35;45,1,0.036
2,11110111001100101001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;13,17;21;38;63;64,,35,1,0.036
2,11110111001101001001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;14,17;21;38;63;64,,35,1,0.035
2,11110111001101100001001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;16,17;21;38;63;64,,35,1,0.035
2,11110111001101101000001011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;19,11;17;21;38;48;51;62;63;64;66,,35,1,0.035
2,11110111001101101001000011100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;22,13;15;17;18;21;38;58;63;64,,34;35,1,0.035
2,11110111001101101001001001100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;24,12;13;17;21;28;38;61;63;64,,34;35,1,0.04
2,11110111001101101001001010100011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;25,16;17;21;31;38;63;64;65;68,,35,1,0.036
2,11110111001101101001001011000011000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;26,12;14;17;21;38;48;58;63;64,,35,1,0.038
2,11110111001101101001001011100001000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;30,17;21;38;41;61;62;63;64;66,,34;35,1,0.038
2,11110111001101101001001011100010000001100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;31,17;21;38;63;64,,35,1,0.036
2,11110111001101101001001011100011000000100000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;37,16;17;18;21;31;38;62;63;64,,35,1,0.036
2,11110111001101101001001011100011000001000000100001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;38,17;21;38;63;64,,35,1,0.036
2,11110111001101101001001011100011000001100000000001000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;44,11;12;14;16;17;21;38;41;63;64,,35,1,0.037
2,11110111001101101001001011100011000001100000100000000010001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;49,13;17;18;21;38;58;63;64,,35;45,1,0.037
2,11110111001101101001001011100011000001100000100001000000001110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;54,11;14;17;21;38;48;58;62;63;64,,35;44,1,0.036
2,11110111001101101001001011100011000001100000100001000010000110000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;58,17;21;38;63;64,,35,1,0.036
2,11110111001101101001001011100011000001100000100001000010001010000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;59,13;14;17;21;38;51;61;63;64,,35;45,1,0.036
2,11110111001101101001001011100011000001100000100001000010001100000011000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;60,13;17;21;28;31;38;63;64;68,,35;44,1,0.035
2,11110111001101101001001011100011000001100000100001000010001110000001000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;66,17;21;38;63;64,,35,1,0.036
2,11110111001101101001001011100011000001100000100001000010001110000010000011100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;67,17;21;38;63;64,,35,1,0.036
2,11110111001101101001001011100011000001100000100001000010001110000011000001100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;72,14;17;18;21;38;41;62;63;64;66,,35;44,1,0.036
2,11110111001101101001001011100011000001100000100001000010001110000011000010100110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;73,17;21;38;48;63;64;68,,35;44,1,0.035
2,11110111001101101001001011100011000001100000100001000010001110000011000011000110,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;74,11;12;17;21;38;48;63;64;65;66,,35;44,1,0.036
2,11110111001101101001001011100011000001100000100001000010001110000011000011100010,11110111011111101001001011100011000001100000100001000010001110000011000011100110,9;12;77,11;15;17;21;38;48;63;64;67,,35;45,1,0.07
