orig_idx,k,flipped_indices,status,incorrect_count,correct_count,total_error_fixed
2,2,26;62,-1,0,0,2
2,2,26;63,-1,0,0,2
2,2,26;64,-1,0,0,2
2,2,26;65,-1,0,0,2
2,2,26;67,-1,0,0,2
2,2,26;72,-1,0,0,2
2,2,26;73,-1,0,0,2
2,2,26;74,-1,0,0,2
2,2,26;77,-1,0,0,2
2,2,26;78,-1,0,0,2
2,2,30;37,-1,0,0,2
2,2,30;44,-1,0,0,2
2,2,30;48,-1,0,0,2
2,2,30;49,-1,0,0,2
2,2,30;51,-1,0,0,2
2,2,30;54,-1,0,0,2
2,2,30;58,-1,0,0,2
2,2,30;59,-1,0,0,2
2,2,30;60,-1,0,0,2
2,2,30;62,-1,0,0,2
2,2,30;63,-1,0,0,2
2,2,30;64,-1,0,0,2
2,2,30;65,-1,0,0,2
2,2,30;67,-1,0,0,2
2,2,30;72,-1,0,0,2
2,2,30;73,-1,0,0,2
2,2,30;74,-1,0,0,2
2,2,30;77,-1,0,0,2
2,2,30;78,-1,0,0,2
2,2,37;44,-1,0,0,2
2,2,37;48,-1,0,0,2
2,2,37;49,-1,0,0,2
2,2,37;51,-1,0,0,2
2,2,37;54,-1,0,0,2
2,2,37;58,-1,0,0,2
2,2,37;59,-1,0,0,2
2,2,37;60,-1,0,0,2
2,2,37;62,-1,0,0,2
2,2,37;63,-1,0,0,2
2,2,37;64,-1,0,0,2
2,2,37;65,-1,0,0,2
2,2,37;67,-1,0,0,2
2,2,37;72,-1,0,0,2
2,2,37;73,-1,0,0,2
2,2,37;74,-1,0,0,2
2,2,37;77,-1,0,0,2
2,2,37;78,-1,0,0,2
2,2,44;48,-1,0,0,2
2,2,44;49,-1,0,0,2
2,2,44;51,-1,0,0,2
2,2,44;54,-1,0,0,2
2,2,44;58,-1,0,0,2
2,2,44;59,-1,0,0,2
2,2,44;60,-1,0,0,2
2,2,44;62,-1,0,0,2
2,2,44;63,-1,0,0,2
2,2,44;64,-1,0,0,2
2,2,44;65,-1,0,0,2
2,2,44;67,-1,0,0,2
2,2,44;72,-1,0,0,2
2,2,44;73,-1,0,0,2
2,2,44;74,-1,0,0,2
2,2,44;77,-1,0,0,2
2,2,44;78,-1,0,0,2
2,2,48;49,-1,0,0,2
2,2,48;51,-1,0,0,2
2,2,48;54,-1,0,0,2
2,2,48;58,-1,0,0,2
2,2,48;59,-1,0,0,2
2,2,48;60,-1,0,0,2
2,2,48;62,-1,0,0,2
2,2,48;63,-1,0,0,2
2,2,48;64,-1,0,0,2
2,2,48;65,-1,0,0,2
2,2,48;67,-1,0,0,2
2,2,48;72,-1,0,0,2
2,2,48;73,-1,0,0,2
2,2,48;74,-1,0,0,2
2,2,48;77,-1,0,0,2
2,2,48;78,-1,0,0,2
2,2,49;51,-1,0,0,2
2,2,49;54,-1,0,0,2
2,2,49;58,-1,0,0,2
2,2,49;59,-1,0,0,2
2,2,49;60,-1,0,0,2
2,2,49;62,-1,0,0,2
2,2,49;63,-1,0,0,2
2,2,49;64,-1,0,0,2
2,2,49;65,-1,0,0,2
2,2,49;67,-1,0,0,2
2,2,49;72,-1,0,0,2
2,2,49;73,-1,0,0,2
2,2,49;74,-1,0,0,2
2,2,49;77,-1,0,0,2
2,2,49;78,-1,0,0,2
2,2,51;54,-1,0,0,2
2,2,51;58,-1,0,0,2
2,2,51;59,-1,0,0,2
2,2,51;60,-1,0,0,2
2,2,51;62,-1,0,0,2
2,2,51;63,-1,0,0,2
2,2,51;64,-1,0,0,2
2,2,51;65,-1,0,0,2
2,2,51;67,-1,0,0,2
2,2,51;72,-1,0,0,2
2,2,51;73,-1,0,0,2
2,2,51;74,-1,0,0,2
2,2,51;77,-1,0,0,2
2,2,51;78,-1,0,0,2
2,2,54;58,-1,0,0,2
2,2,54;59,-1,0,0,2
2,2,54;60,-1,0,0,2
2,2,54;62,-1,0,0,2
2,2,54;63,-1,0,0,2
2,2,54;64,-1,0,0,2
2,2,54;65,-1,0,0,2
2,2,54;67,-1,0,0,2
2,2,54;72,-1,0,0,2
2,2,54;73,-1,0,0,2
2,2,54;74,-1,0,0,2
2,2,54;77,-1,0,0,2
2,2,54;78,-1,0,0,2
2,2,58;59,-1,0,0,2
2,2,58;60,-1,0,0,2
2,2,58;62,-1,0,0,2
2,2,58;63,-1,0,0,2
2,2,58;64,-1,0,0,2
2,2,58;65,-1,0,0,2
2,2,58;67,-1,0,0,2
2,2,58;72,-1,0,0,2
2,2,58;73,-1,0,0,2
2,2,58;74,-1,0,0,2
2,2,58;77,-1,0,0,2
2,2,58;78,-1,0,0,2
2,2,59;60,-1,0,0,2
2,2,59;62,-1,0,0,2
2,2,59;63,-1,0,0,2
2,2,59;64,-1,0,0,2
2,2,59;65,-1,0,0,2
2,2,59;67,-1,0,0,2
2,2,59;72,-1,0,0,2
2,2,59;73,-1,0,0,2
2,2,59;74,-1,0,0,2
2,2,59;77,-1,0,0,2
2,2,59;78,-1,0,0,2
2,2,60;62,-1,0,0,2
2,2,60;63,-1,0,0,2
2,2,60;64,-1,0,0,2
2,2,60;65,-1,0,0,2
2,2,60;67,-1,0,0,2
2,2,60;72,-1,0,0,2
2,2,60;73,-1,0,0,2
2,2,60;74,-1,0,0,2
2,2,60;77,-1,0,0,2
2,2,60;78,-1,0,0,2
2,2,62;63,-1,0,0,2
2,2,62;64,-1,0,0,2
2,2,62;65,-1,0,0,2
2,2,62;67,-1,0,0,2
2,2,62;72,-1,0,0,2
2,2,62;73,-1,0,0,2
2,2,62;74,-1,0,0,2
2,2,62;77,-1,0,0,2
2,2,62;78,-1,0,0,2
2,2,63;64,-1,0,0,2
2,2,63;65,-1,0,0,2
2,2,63;67,-1,0,0,2
2,2,63;72,-1,0,0,2
2,2,63;73,-1,0,0,2
2,2,63;74,-1,0,0,2
2,2,63;77,-1,0,0,2
2,2,63;78,-1,0,0,2
2,2,64;65,-1,0,0,2
2,2,64;67,-1,0,0,2
2,2,64;72,-1,0,0,2
2,2,64;73,-1,0,0,2
2,2,64;74,-1,0,0,2
2,2,64;77,-1,0,0,2
2,2,64;78,-1,0,0,2
2,2,65;67,-1,0,0,2
2,2,65;72,-1,0,0,2
2,2,65;73,-1,0,0,2
2,2,65;74,-1,0,0,2
2,2,65;77,-1,0,0,2
2,2,65;78,-1,0,0,2
2,2,67;72,-1,0,0,2
2,2,67;73,-1,0,0,2
2,2,67;74,-1,0,0,2
2,2,67;77,-1,0,0,2
2,2,67;78,-1,0,0,2
2,2,72;73,-1,0,0,2
2,2,72;74,-1,0,0,2
2,2,72;77,-1,0,0,2
2,2,72;78,-1,0,0,2
2,2,73;74,-1,0,0,2
2,2,73;77,-1,0,0,2
2,2,73;78,-1,0,0,2
2,2,74;77,-1,0,0,2
2,2,74;78,-1,0,0,2
2,2,77;78,-1,0,0,2
3,2,5;8,-1,0,0,2
3,2,5;10,-1,0,0,2
3,2,5;14,-1,0,0,2
3,2,5;18,-1,0,0,2
3,2,5;19,-1,0,0,2
3,2,5;21,-1,0,0,2
3,2,5;24,-1,0,0,2
3,2,5;30,-1,0,0,2
3,2,5;33,-1,0,0,2
3,2,5;35,-1,0,0,2
3,2,5;38,-1,0,0,2
3,2,5;44,-1,0,0,2
3,2,5;48,-1,0,0,2
3,2,5;58,-1,0,0,2
3,2,5;60,-1,0,0,2
3,2,5;61,-1,0,0,2
3,2,5;63,-1,0,0,2
3,2,5;64,-1,0,0,2
3,2,5;66,-1,0,0,2
3,2,5;68,-1,0,0,2
3,2,5;78,-1,0,0,2
3,2,5;79,-1,0,0,2
3,2,8;10,-1,0,0,2
3,2,8;14,-1,0,0,2
3,2,8;18,-1,0,0,2
3,2,8;19,-1,0,0,2
3,2,8;21,-1,0,0,2
3,2,8;24,-1,0,0,2
3,2,8;30,-1,0,0,2
3,2,8;33,-1,0,0,2
3,2,8;35,-1,0,0,2
3,2,8;38,-1,0,0,2
3,2,8;44,-1,0,0,2
3,2,8;48,-1,0,0,2
3,2,8;58,-1,0,0,2
3,2,8;60,-1,0,0,2
3,2,8;61,-1,0,0,2
3,2,8;63,-1,0,0,2
3,2,8;64,-1,0,0,2
3,2,8;66,-1,0,0,2
3,2,8;68,-1,0,0,2
3,2,8;78,-1,0,0,2
3,2,8;79,-1,0,0,2
3,2,10;14,-1,0,0,2
3,2,10;18,-1,0,0,2
3,2,10;19,-1,0,0,2
3,2,10;21,-1,0,0,2
3,2,10;24,-1,0,0,2
3,2,10;30,-1,0,0,2
3,2,10;33,-1,0,0,2
3,2,10;35,-1,0,0,2
3,2,10;38,-1,0,0,2
3,2,10;44,-1,0,0,2
3,2,10;48,-1,0,0,2
3,2,10;58,-1,0,0,2
3,2,10;60,-1,0,0,2
3,2,10;61,-1,0,0,2
3,2,10;63,-1,0,0,2
3,2,10;64,-1,0,0,2
3,2,10;66,-1,0,0,2
3,2,10;68,-1,0,0,2
3,2,10;78,-1,0,0,2
3,2,10;79,-1,0,0,2
3,2,14;18,-1,0,0,2
3,2,14;19,-1,0,0,2
3,2,14;21,-1,0,0,2
3,2,14;24,-1,0,0,2
3,2,14;30,-1,0,0,2
3,2,14;33,-1,0,0,2
3,2,14;35,-1,0,0,2
3,2,14;38,-1,0,0,2
3,2,14;44,-1,0,0,2
3,2,14;48,-1,0,0,2
3,2,14;58,-1,0,0,2
3,2,14;60,-1,0,0,2
3,2,14;61,-1,0,0,2
3,2,14;63,-1,0,0,2
3,2,14;64,-1,0,0,2
3,2,14;66,-1,0,0,2
3,2,14;68,-1,0,0,2
3,2,14;78,-1,0,0,2
3,2,14;79,-1,0,0,2
3,2,18;19,-1,0,0,2
3,2,18;21,-1,0,0,2
3,2,18;24,-1,0,0,2
3,2,18;30,-1,0,0,2
3,2,18;33,-1,0,0,2
3,2,18;35,-1,0,0,2
3,2,18;38,-1,0,0,2
3,2,18;44,-1,0,0,2
3,2,18;48,-1,0,0,2
3,2,18;58,-1,0,0,2
3,2,18;60,-1,0,0,2
3,2,18;61,-1,0,0,2
3,2,18;63,-1,0,0,2
3,2,18;64,-1,0,0,2
3,2,18;66,-1,0,0,2
3,2,18;68,-1,0,0,2
3,2,18;78,-1,0,0,2
3,2,18;79,-1,0,0,2
3,2,19;21,-1,0,0,2
3,2,19;24,-1,0,0,2
3,2,19;30,-1,0,0,2
3,2,19;33,-1,0,0,2
3,2,19;35,-1,0,0,2
3,2,19;38,-1,0,0,2
3,2,19;44,-1,0,0,2
3,2,19;48,-1,0,0,2
3,2,19;58,-1,0,0,2
3,2,19;60,-1,0,0,2
3,2,19;61,-1,0,0,2
3,2,19;63,-1,0,0,2
3,2,19;64,-1,0,0,2
3,2,19;66,-1,0,0,2
3,2,19;68,-1,0,0,2
3,2,19;78,-1,0,0,2
3,2,19;79,-1,0,0,2
3,2,21;24,-1,0,0,2
3,2,21;30,-1,0,0,2
3,2,21;33,-1,0,0,2
3,2,21;35,-1,0,0,2
3,2,21;38,-1,0,0,2
3,2,21;44,-1,0,0,2
3,2,21;48,-1,0,0,2
3,2,21;58,-1,0,0,2
3,2,21;60,-1,0,0,2
3,2,21;61,-1,0,0,2
3,2,21;63,-1,0,0,2
3,2,21;64,-1,0,0,2
3,2,21;66,-1,0,0,2
3,2,21;68,-1,0,0,2
3,2,21;78,-1,0,0,2
3,2,21;79,-1,0,0,2
3,2,24;30,-1,0,0,2
3,2,24;33,-1,0,0,2
3,2,24;35,-1,0,0,2
3,2,24;38,-1,0,0,2
3,2,24;44,-1,0,0,2
3,2,24;48,-1,0,0,2
3,2,24;58,-1,0,0,2
3,2,24;60,-1,0,0,2
3,2,24;61,-1,0,0,2
3,2,24;63,-1,0,0,2
3,2,24;64,-1,0,0,2
3,2,24;66,-1,0,0,2
3,2,24;68,-1,0,0,2
3,2,24;78,-1,0,0,2
3,2,24;79,-1,0,0,2
3,2,30;33,-1,0,0,2
3,2,30;35,-1,0,0,2
3,2,30;38,-1,0,0,2
3,2,30;44,-1,0,0,2
3,2,30;48,-1,0,0,2
3,2,30;58,-1,0,0,2
3,2,30;60,-1,0,0,2
3,2,30;61,-1,0,0,2
3,2,30;63,-1,0,0,2
3,2,30;64,-1,0,0,2
3,2,30;66,-1,0,0,2
3,2,30;68,-1,0,0,2
3,2,30;78,-1,0,0,2
3,2,30;79,-1,0,0,2
3,2,33;35,-1,0,0,2
3,2,33;38,-1,0,0,2
3,2,33;44,-1,0,0,2
3,2,33;48,-1,0,0,2
3,2,33;58,-1,0,0,2
3,2,33;60,-1,0,0,2
3,2,33;61,-1,0,0,2
3,2,33;63,-1,0,0,2
3,2,33;64,-1,0,0,2
3,2,33;66,-1,0,0,2
3,2,33;68,-1,0,0,2
3,2,33;78,-1,0,0,2
3,2,33;79,-1,0,0,2
3,2,35;38,-1,0,0,2
3,2,35;44,-1,0,0,2
3,2,35;48,-1,0,0,2
3,2,35;58,-1,0,0,2
3,2,35;60,-1,0,0,2
3,2,35;61,-1,0,0,2
3,2,35;63,-1,0,0,2
3,2,35;64,-1,0,0,2
3,2,35;66,-1,0,0,2
3,2,35;68,-1,0,0,2
3,2,35;78,-1,0,0,2
3,2,35;79,-1,0,0,2
3,2,38;44,-1,0,0,2
3,2,38;48,-1,0,0,2
3,2,38;58,-1,0,0,2
3,2,38;60,-1,0,0,2
3,2,38;61,-1,0,0,2
3,2,38;63,-1,0,0,2
3,2,38;64,-1,0,0,2
3,2,38;66,-1,0,0,2
3,2,38;68,-1,0,0,2
3,2,38;78,-1,0,0,2
3,2,38;79,-1,0,0,2
3,2,44;48,-1,0,0,2
3,2,44;58,-1,0,0,2
3,2,44;60,-1,0,0,2
3,2,44;61,-1,0,0,2
3,2,44;63,-1,0,0,2
3,2,44;64,-1,0,0,2
3,2,44;66,-1,0,0,2
3,2,44;68,-1,0,0,2
3,2,44;78,-1,0,0,2
3,2,44;79,-1,0,0,2
3,2,48;58,-1,0,0,2
3,2,48;60,-1,0,0,2
3,2,48;61,-1,0,0,2
3,2,48;63,-1,0,0,2
3,2,48;64,-1,0,0,2
3,2,48;66,-1,0,0,2
3,2,48;68,-1,0,0,2
3,2,48;78,-1,0,0,2
3,2,48;79,-1,0,0,2
3,2,58;60,-1,0,0,2
3,2,58;61,-1,0,0,2
3,2,58;63,-1,0,0,2
3,2,58;64,-1,0,0,2
3,2,58;66,-1,0,0,2
3,2,58;68,-1,0,0,2
3,2,58;78,-1,0,0,2
3,2,58;79,-1,0,0,2
3,2,60;61,-1,0,0,2
3,2,60;63,-1,0,0,2
3,2,60;64,-1,0,0,2
3,2,60;66,-1,0,0,2
3,2,60;68,-1,0,0,2
3,2,60;78,-1,0,0,2
3,2,60;79,-1,0,0,2
3,2,61;63,-1,0,0,2
3,2,61;64,-1,0,0,2
3,2,61;66,-1,0,0,2
3,2,61;68,-1,0,0,2
3,2,61;78,-1,0,0,2
3,2,61;79,-1,0,0,2
3,2,63;64,-1,0,0,2
3,2,63;66,-1,0,0,2
3,2,63;68,-1,0,0,2
3,2,63;78,-1,0,0,2
3,2,63;79,-1,0,0,2
3,2,64;66,-1,0,0,2
3,2,64;68,-1,0,0,2
3,2,64;78,-1,0,0,2
3,2,64;79,-1,0,0,2
3,2,66;68,-1,0,0,2
3,2,66;78,-1,0,0,2
3,2,66;79,-1,0,0,2
3,2,68;78,-1,0,0,2
3,2,68;79,-1,0,0,2
3,2,78;79,-1,0,0,2
