Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100101001100101000100000000111101100010101100111100011011000010100000011001,2,[15, 9], ,2,[(0  9)  (1  5)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.003
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100111001110100000100000000111101100010101100110100011011000010100000011000,3,[52, 19, 79], ,3,[(1  9)  (7  9)  (5  2)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.008
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01010000111001110100000100000000111101100010101100110100011011000010100000011001,4,[19, 5, 4, 52], ,4,[(0  5)  (1  9)  (0  4)  (5  2)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.008
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100111001110101000100000000000101100010001100111100011011000010000000011001,5,[44, 33, 32, 68, 34], ,5,[(4  4)  (2  8)  (6  7)  (0  4)  (6  5)],0,1,01010100111001110101000100001000000101100010101100111100011011000111000000011001,0101010011001000000000100101101110001000000110,0.042
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100110001110101000100000000111101100010100100101100010010000010000000011001,6,[61, 68, 51, 58, 46, 10], ,5,[(1  0)  (4  7)  (6  1)  (6  8)  (6  5)],0,1,01011100111001110101000100000000111101100010100000101100010011000110100000011001,0101110011001000000110100100001110001000000110,0.013
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01001100111001100101000100000000010000100010101100111100011011000000100000011001,7,[66, 37, 3, 32, 34, 35, 15], ,8,[(0  6)  (3  1)  (6  7)  (3  5)  (6  3)  (2  4)  (1  6)  (1  5)],0,1,01001110111001111101000110000001010100100010101100111100011011010001100000011001,0100111011001100000010000101101110001000000110,0.148
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01001100100001110101000100000000110101100010101100011100011010000000100000010001,8,[3, 50, 10, 76, 61, 34, 66, 9], ,8,[(0  0)  (4  3)  (0  8)  (1  0)  (7  7)  (6  5)  (2  2)  (6  1)],0,1,11001100001001110101001100000000110101100011101100011100011011000100100000010101,1100110000011000000110100111100110001000000101,5.297
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00011100111001110101000100000000010100100010101100000000011011000010100000010001,9,[53, 34, 50, 52, 32, 76, 37, 1, 51], ,8,[(3  2)  (7  6)  (7  4)  (2  1)  (1  1)  (6  7)  (0  5)  (2  8)],0,1,00011000111101110101010100001000110100100010101100000000011011000011100000111001,0001100011001000000110000101100000001000001110,0.017
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100011101101011110000101110101010000011000010001001000011111100000001101000,1,[1], ,1,[(0  1)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.001
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011100001011110000101110101010000011000010001001000011111100000001101000,2,[14, 13], ,2,[(1  3)  (1  4)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.002
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011101101011110000101110001010000011000010001001000011110100000001001000,3,[32, 74, 64], ,3,[(3  2)  (7  4)  (6  4)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.004
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100010100101011110000101110101010000011000010001001000011111100000000101000,4,[13, 1, 10, 73], ,4,[(0  1)  (1  0)  (7  3)  (1  3)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.32
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100010101101001110000101110101010000010000010001000000011111100000001101000,5,[1, 43, 18, 55, 10], ,5,[(1  0)  (4  3)  (0  1)  (5  5)  (1  8)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.098
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011101000011110000101110101010000001000010001001000011010100000001100000,6,[64, 62, 14, 16, 42, 76], ,5,[(4  3)  (5  1)  (4  1)  (7  5)  (5  8)],0,0,01000100011101000011110000101110101010000100000010011001001011010100000001110000,0100010001100001011101000000000100100000011100,0.125
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100010101101011110000101110101010000011000000001000000011011100000000001000,7,[55, 73, 62, 10, 74, 48, 1], ,8,[(0  1)  (5  5)  (6  2)  (1  0)  (1  5)  (4  9)  (7  5)  (5  8)],0,0,01000100011101111011110000101110101010000011000001001001001011111100000000011000,0100010001100001011101000110010100100000000110,0.761
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011000101010100000000110101010000010000000001001000011111100000001101000,8,[11, 21, 43, 13, 48, 19, 28, 26], ,8,[(1  9)  (2  8)  (1  3)  (4  8)  (2  1)  (4  3)  (2  6)  (1  1)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,1.241
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100111001110101000100000000111101100010101100111100010011000010100000011001,1,[58], ,1,[(5  8)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.001
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100111001010101000100000000011101100010101100111100011011000010100000011001,2,[32, 14], ,2,[(3  2)  (1  4)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.004
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100101001010101000100000000111101100010101100111100011001000010100000011001,3,[9, 14, 60], ,3,[(6  0)  (0  9)  (1  4)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.004
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01010100101001100101000100000000111101100010101100110100011011000010100000011001,4,[15, 9, 4, 52], ,4,[(0  9)  (0  4)  (5  2)  (1  5)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.01
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100111001110100000100000000111100100010101100011000011001000010100000011001,5,[50, 19, 60, 37, 53], ,5,[(5  0)  (6  0)  (1  9)  (3  7)  (5  3)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.352
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100110001110101000100000000111101100000101100111100011011000010000000000000,6,[42, 10, 76, 68, 75, 79], ,8,[(1  0)  (7  5)  (1  6)  (6  4)  (2  8)  (5  4)  (6  5)  (4  8)],0,0,01011100111001111101000100001000111101100000101110111110011011001110000000010000,0101110011001000000110100001101111001000000100,0.031
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01010100101001110101000100000000110101100000001100111100010011000010100000011000,7,[4, 34, 58, 42, 79, 44, 9], ,7,[(2  9)  (7  9)  (3  4)  (0  3)  (6  3)  (5  8)  (3  1)],0,1,01000100101001110101000100000101111101100000001100111100011011010010100000011001,0100010010001000010110100001101110001000000110,0.137
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01010100111001110101000100000000000101100010001100111100011011000010000000001000,8,[75, 44, 68, 79, 32, 34, 33, 4], ,6,[(4  4)  (7  5)  (7  9)  (6  5)  (6  7)  (2  8)],0,1,01010100111001110101000100001000000101100010101100111100011011000111000000011001,0101010011001000000000100101101110001000000110,0.046
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00010000010001110101000000000000111101100010101000101100011011000010100000010001,9,[4, 1, 10, 76, 5, 8, 47, 51, 23], ,8,[(0  8)  (2  9)  (0  4)  (3  1)  (4  1)  (1  0)  (6  3)  (6  7)],0,1,00011000111001110101000000000101111101100110101000101100011011010011100000010001,0001100011000000010110100101001110001000000100,1.084
